area,section,page,address,address_hex,length_hex,type,rio_confidence,description
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A030,FFFFF180A030,10,–,explicit,Module 1: Reserved Additional modules follow in order on even 20 hex boundaries.
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A1E0,FFFFF180A1E0,8,M,explicit,"Module 15: On-latch state. 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A1E8,FFFFF180A1E8,8,M,explicit,"Module 15: Off-latch state. 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A1F0,FFFFF180A1F0,10,–,explicit,Module 15: Reserved
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B000,FFFFF180B000,4,UI,explicit,"Module 0, Channel 0 (0,0): Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B004,FFFFF180B004,4,UI,explicit,"0,1: Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B008,FFFFF180B008,4,UI,explicit,"0,2: Returns counter value and sets counter to zero. Additional channels follow in order on even 4 hex boundaries."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B100,FFFFF180B100,4,UI,explicit,"1,0: Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B104,FFFFF180B104,4,UI,explicit,"1,1: Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B108,FFFFF180B108,4,UI,explicit,"1,2: Returns counter value and sets counter to zero. Additional channels and modules follow in order."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 BF00,FFFFF180BF00,4,UI,explicit,"15,0: Returns counter value and sets counter to zero. Last valid address for this area: FFFF F180 BFFE PR1/2 RIO PAC-R EB SB UIO EIO SIO"
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C000,FFFFF180C000,8,M,explicit,Module 0: On mask (bitmask representing channels to turn on.) 1 = Turn on; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C008,FFFFF180C008,8,M,explicit,Module 0: Off mask (bitmask representing channels to turn off.) 1 = Turn off; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C010,FFFFF180C010,30,–,explicit,Module 0: Reserved
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C040,FFFFF180C040,8,M,explicit,Module 1: On mask (bitmask representing channels to turn on.) 1 = Turn on; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C048,FFFFF180C048,8,M,explicit,Module 1: Off mask (bitmask representing channels to turn off.) 1 = Turn off; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C050,FFFFF180C050,30,–,explicit,Module 1: Reserved Additional modules follow in order on even 40 hex boundaries.
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C3C0,FFFFF180C3C0,8,M,explicit,Module 15: On mask (bitmask representing channels to turn on.) 1 = Turn on; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C3C8,FFFFF180C3C8,8,M,explicit,Module 15: Off mask (bitmask representing channels to turn off.) 1 = Turn off; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C3D0,FFFFF180C3D0,30,–,explicit,Module 15: Reserved Last valid address for this area: FFFF F180 C3FE PR1/2 RIO PAC-R EB SB UIO EIO SIO
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F200 0000,FFFFF2000000,4,F,explicit,PID 0: Current value for Error (Input – Setpoint) PR1/2 RIO PAC-R EB SB UIO EIO
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0004,FFFFF2000004,4,F,explicit,PID 0: Current value for P (gain) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0008,FFFFF2000008,4,F,explicit,PID 0: Current value for I (integral) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 000C,FFFFF200000C,4,F,explicit,PID 0: Current value for D (derivative) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0010,FFFFF2000010,4,F,explicit,PID 0: Current value for Integral
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0014,FFFFF2000014,14,–,explicit,Reserved for internal use
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0028,FFFFF2000028,4,UI,explicit,PID 0: Scan counter
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 002C,FFFFF200002C,4,UI,explicit,PID 0: Status flags: 1 = Input is below Input low scale; 2 = Input is above Input high scale; 4 = Output has been forced to a predetermined level because input is out of range.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0030,FFFFF2000030,4,UI,explicit,PID 0: Status bits ON. Used to control individual Status flag bits. Write a 1 to turn the bit on.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0034,FFFFF2000034,4,UI,explicit,PID 0: Status bits OFF. Used to control individual Status flag bits. Write a 1 to clear the bit.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0038,FFFFF2000038,4,F,explicit,PID 0: Input value used for the last calculation. Read-only; do not write.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 003C,FFFFF200003C,14,–,explicit,Reserved
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0050,FFFFF2000050,4,F,explicit,PID 1: Current value for Error (Input – Setpoint)
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0054,FFFFF2000054,4,F,explicit,PID 1: Current value for P (gain) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0058,FFFFF2000058,4,F,explicit,PID 1: Current value for I (integral) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 005C,FFFFF200005C,4,F,explicit,PID 1: Current value for D (derivative) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0060,FFFFF2000060,4,F,explicit,PID 1: Current value for Integral
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0064,FFFFF2000064,14,–,explicit,Reserved for internal use
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0078,FFFFF2000078,4,UI,explicit,PID 1: Scan counter
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 007C,FFFFF200007C,4,UI,explicit,PID 1: Status flags: 1 = PV low; 2 = PV high; 4 = output forced
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0080,FFFFF2000080,4,UI,explicit,PID 1: Status bits ON. Used to control individual Status flag bits. Write a 1 to turn the bit on.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0084,FFFFF2000084,4,UI,explicit,PID 1: Status bits OFF. Used to control individual Status flag bits. Write a 1 to clear the bit.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0088,FFFFF2000088,4,F,explicit,PID 1: Input value used for the last calculation. Read-only; do not write.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 008C,FFFFF200008C,14,–,explicit,Reserved Additional PIDs follow in order on even 50 hex boundaries. See additional PID addresses in the table below.) Last valid address for this area: FFFF F200 2EDF This area is stored to flash.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0000,FFFFF2100000,4,F,explicit,"PID 0: Input or process variable (PV) value. If the value at memory map address F2100044 is not zero, the value at that address is copied into this location prior to each PID calculation. If the value at memory map address F2100044 is zero, the input value must be written directly to this location by an application."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0004,FFFFF2100004,4,F,explicit,"PID 0: Setpoint value. If the value at memory map address F2100048 is not zero, the value at that address is copied into this location prior to each PID calculation."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0008,FFFFF2100008,4,F,explicit,PID 0: Current value of feed forward
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 000C,FFFFF210000C,4,F,explicit,PID 0: Current value of Output
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0010,FFFFF2100010,4,F,explicit,"PID 0: Tuning: P (Gain) value. Should be positive for cooling, negative for heating."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0014,FFFFF2100014,4,F,explicit,"PID 0: Tuning: I (Integral) value, in units of one per second. Increase value to increase contribution."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0018,FFFFF2100018,4,F,explicit,"PID 0: Tuning: D (Derivative) value, in seconds. Increase value to increase contribution."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 001C,FFFFF210001C,4,F,explicit,PID 0: Tuning: Feed forward gain
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0020,FFFFF2100020,4,F,explicit,PID 0: Configuration: Maximum output change allowed. Zero disables this feature.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0024,FFFFF2100024,4,F,explicit,PID 0: Configuration: Minimum output change allowed. Zero disables this feature.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0028,FFFFF2100028,4,F,explicit,PID 0: Scaling: Input low range
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 002C,FFFFF210002C,4,F,explicit,PID 0: Scaling: Input high range
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0030,FFFFF2100030,4,F,explicit,PID 0: Scaling: Output lower clamp
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0034,FFFFF2100034,4,F,explicit,PID 0: Scaling: Output upper clamp
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0038,FFFFF2100038,4,F,explicit,PID 0: Configuration: PID scan time in seconds. Minimum value is 0.001 (1 millisecond).
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 003C,FFFFF210003C,4,F,explicit,"PID 0: Configuration: If Input (PV) is below low range, output is set to this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0040,FFFFF2100040,4,F,explicit,"PID 0: Configuration: If Input (PV) is above high range, output is set to this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0044,FFFFF2100044,4,UI,explicit,"PID 0: Input memory map address for PID input or cascading PIDs. Specifies the memory map address from which the input value is copied to F2100000 prior to each PID calculation. If this address is 0, no input value is copied, and the input value must be written directly to F2100000 by an application. Use 0 when the supervisory system supplies or processes this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,187,FFFF F210 0048,FFFFF2100048,4,UI,explicit,"PID 0: For cascading PIDs. Specifies the memory map address from which the setpoint value is copied to F2100004 prior to each PID calculation. If this address is 0, no setpoint value is copied, and the setpoint value must be written directly to F2100004 by an application. Use 0 when supervisory system supplies or processes this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 004C,FFFFF210004C,4,UI,explicit,"PID 0: For cascading PIDs. Specifies the memory map address to which the output value is written after each PID calculation. If this address is 0, the output value is not written. Use 0 when supervisory system supplies or processes this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0050,FFFFF2100050,4,UI,explicit,PID 0: Configuration: Algorithm choice. 0 = PID disabled 1 = Velocity algorithm (Type B; deprecated) 2 = ISA algorithm (Obsolete) 3 = Parallel algorithm (Obsolete) 4 = Interacting algorithm (Obsolete) 5 = Velocity algorithm (Type C; SNAP firmware R8.5e and higher) 6 = ISA algorithm (SNAP firmware R9.4c or higher) 7 = Parallel algorithm (SNAP firmware R9.4c or higher) 8 = Interaction algorithm (SNAP firmware R9.4c or higher)
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0054,FFFFF2100054,4,UI,explicit,PID 0: Configuration: Manual mode. 1 = Yes; 0 = No
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0058,FFFFF2100058,4,UI,explicit,PID 0: Configuration flags: 1 = Enable square root of Input. 2 = Force output when Input is out of range. Set range in addresses F210 0028 and F210 002C. 4 = Switch to manual mode when input goes out of range.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 005C,FFFFF210005C,4,UI,explicit,PID 0: Configuration bits ON. Used to control individual Configuration flag bits. Write a 1 to turn the bit on.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0060,FFFFF2100060,4,UI,explicit,PID 0: Configuration bits OFF. Used to control individual Configuration flag bits. Write a 1 to clear the bit.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0064,FFFFF2100064,4,F,explicit,PID 0: Current value at the memory map address from which the input value is copied.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0068,FFFFF2100068,4,F,explicit,PID 0: Current value at the memory map address from which the setpoint value is copied.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 006C,FFFFF210006C,14,–,explicit,Reserved
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0080,FFFFF2100080,4,F,explicit,"PID 1: Input or process variable (PV) value. If the value at memory map address F21000C4 is not zero, the value at that address is copied into this location prior to each PID calculation."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0084,FFFFF2100084,4,F,explicit,"PID 1: Setpoint value. If the value at memory map address F21000C8 is not zero, the value at that address is copied into this location prior to each PID calculation."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0088,FFFFF2100088,4,F,explicit,PID 1: Current value of feed forward
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 008C,FFFFF210008C,4,F,explicit,PID 1: Current value of Output
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0090,FFFFF2100090,4,F,explicit,"PID 1: Tuning: P (Gain) value. Should be positive for cooling, negative for heating."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0094,FFFFF2100094,4,F,explicit,"PID 1: Tuning: I (Integral) value, in units of one per second. Increase value to increase contribution."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 0098,FFFFF2100098,4,F,explicit,"PID 1: Tuning: D (Derivative) value, in seconds. Increase value to increase contribution."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 009C,FFFFF210009C,4,F,explicit,PID 1: Tuning: Feed forward gain
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 00A0,FFFFF21000A0,4,F,explicit,PID 1: Configuration: Maximum output change allowed. Zero disables this feature.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,188,FFFF F210 00A4,FFFFF21000A4,4,F,explicit,PID 1: Configuration: Minimum output change allowed. Zero disables this feature.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00A8,FFFFF21000A8,4,F,explicit,PID 1: Scaling: Input low range
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00AC,FFFFF21000AC,4,F,explicit,PID 1: Scaling: Input high range
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00B0,FFFFF21000B0,4,F,explicit,PID 1: Scaling: Output lower clamp
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00B4,FFFFF21000B4,4,F,explicit,PID 1: Scaling: Output upper clamp
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00B8,FFFFF21000B8,4,F,explicit,PID 1: Configuration: PID scan time in seconds. Minimum value is 0.001 (1 millisecond).
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00BC,FFFFF21000BC,4,F,explicit,"PID 1: Configuration: If Input (PV) is below low range, output is set to this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00C0,FFFFF21000C0,4,F,explicit,"PID 1: Configuration: If Input (PV) is above high range, output is set to this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00C4,FFFFF21000C4,4,UI,explicit,"PID 1: Input memory map address for PID input or cascading PIDs. Specifies the memory map address from which the input value is copied to F2100000 prior to each PID calculation. If this address is 0, no input value is copied, and the input value must be written directly to F2100038 by an application. Use 0 when supervisory system supplies or processes this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00C8,FFFFF21000C8,4,UI,explicit,"PID 1: For cascading PIDs. Specifies the memory map address from which the setpoint value is copied to F2100084 prior to each PID calculation. If this address is 0, no setpoint value is copied, and the setpoint value must be written directly to F2100084 by an application. Use 0 when supervisory system supplies or processes this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00CC,FFFFF21000CC,4,UI,explicit,"PID 1: For cascading PIDs. Specifies the memory map address to which the output value is written after each PID calculation. If this address is 0, the output value is not written. Use 0 when supervisory system supplies or processes this value."
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00D0,FFFFF21000D0,4,UI,explicit,PID 1: Configuration: Algorithm choice. 0 = PID disabled 1 = Velocity algorithm (Type B; deprecated) 2 = ISA algorithm (Obsolete) 3 = Parallel algorithm (Obsolete) 4 = Interacting algorithm (Obsolete) 5 = Velocity algorithm (Type C; SNAP firmware R8.5e and higher) 6 = ISA algorithm (SNAP firmware R9.4c or higher) 7 = Parallel algorithm (SNAP firmware R9.4c or higher) 8 = Interaction algorithm (SNAP firmware R9.4c or higher)
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00D4,FFFFF21000D4,4,UI,explicit,PID 1: Configuration: Manual mode. 1 = Yes; 0 = No
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00D8,FFFFF21000D8,4,UI,explicit,PID 1: Configuration flags: 1 = Enable square root of Input. 2 = Force output when Input is out of range. Set range at addresses F210 00A8 and F210 00AC. 4 = Switch to manual mode when input goes out of range.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00DC,FFFFF21000DC,4,UI,explicit,PID 1: Configuration bits ON. Used to control individual Configuration flag bits. Write a 1 to turn the bit on.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00E0,FFFFF21000E0,4,UI,explicit,PID 1: Configuration bits OFF. Used to control individual Configuration flag bits. Write a 1 to clear the bit.
pid_config,PID CONFIGURATION AND STATUS—READ/WRITE,189,FFFF F210 00E4,FFFFF21000E4,4,F,explicit,PID 1: Current value at the memory map address from which the input value is copied.
pid_config,PUBLIC TAG CONFIGURATION—READ/WRITE,190,FFFF F210 00E8,FFFFF21000E8,4,F,explicit,PID 1: Current value at the memory map address from which the setpoint value is copied.
pid_config,PUBLIC TAG CONFIGURATION—READ/WRITE,190,FFFF F210 00EC,FFFFF21000EC,14,–,explicit,"Reserved Additional PIDs follow in order on even 80 hex boundaries. Last valid address for this area: FFFF F210 47FF Discrete values Description 0 State (Read) For a tag to be public, this value must be 1. All values are readable. 1 Writeable When this bit is set, all values are writeable. 2 On-Latch When writeable, a write clears the on-latch. 3 Off-Latch When writeable, a write clears the off-latch. 4 Counter When writeable, a write clears the counter. 5–31 reserved Analog values Description 0 State (Read) For a tag to be public, this value must be 1. All values are readable. 1 Writeable When this bit is set, all values are writeable. 2 Maximum When writeable, a write clears the analog maximum value. 3 Minimum When writeable, a write clears the analog minimum value. 4 Analog Quality 5–31 reserved"
public_tags,PUBLIC TAG CONFIGURATION—READ/WRITE,190,FFFF F228 0000,FFFFF2280000,4,UI,explicit,"Module 0, Channel 0; Bitmask I/O attributes. Area is stored to Flash."
public_tags,PUBLIC TAG CONFIGURATION—READ/WRITE,190,FFFF F228 0004,FFFFF2280004,4,F,explicit,"Module 0, Channel 0; Analog value deadband. The amount of change before an update is published."
public_tags,PUBLIC TAG CONFIGURATION—READ/WRITE,190,FFFF F228 0008,FFFFF2280008,78,--,explicit,"Module 0, Channel 0; Reserved (120 bytes)"
public_tags,PUBLIC TAG CONFIGURATION—READ/WRITE,190,FFFF F228 0080,FFFFF2280080,4,UI,explicit,"Module 0, Channel 1; Bitmask I/O attributes PR1/2 RIO"
public_tags,DATA LOGGING CONFIGURATION—READ/WRITE,191,FFFF F228 0084,FFFFF2280084,4,F,explicit,"Module 0, Channel 1; Analog value deadband. The amount of change before an update is published"
public_tags,DATA LOGGING CONFIGURATION—READ/WRITE,191,FFFF F228 0088,FFFFF2280088,78,--,explicit,"Module 0, Channel 1; Reserved (120 bytes) Additional modules and channels follow in order on even 80 hex boundaries. Last valid address for this area: FFFF F228 FFFF FFFF F2290000 4 UI Public tag version number. Automatically incremented by the OptoMMP command processor each time any area of 0xF2280000 changes, or if the channel's name or units changes. Value is not persistent; it resets when the I/O unit restarts."
module_build,MODULE BUILD DATA–READ ONLY,126,FFFF F811 0000,FFFFF8110000,4,UI,explicit,"0,0: Module 0. Module type. For a list of module type codes, see page 25."
module_build,MODULE BUILD DATA–READ ONLY,126,FFFF F811 0004,FFFFF8110004,4,UI,explicit,Reserved PR1/2 RIO
module_build,QUALITY OF DATA–READ ONLY,127,FFFF F811 0008,FFFFF8110008,4,UI,explicit,"Firmware mode. For kernel mode, returns 0x6B or k. For loader mode, returns 0x6C or l."
module_build,QUALITY OF DATA–READ ONLY,127,FFFF F811 000C,FFFFF811000C,4,UI,explicit,Manufacturer’s serial number.
module_build,QUALITY OF DATA–READ ONLY,127,FFFF F811 0010,FFFFF8110010,4,–,explicit,Hardware revision • 1st byte: Month • 2nd byte: Day • 16-bit word: Year
module_build,QUALITY OF DATA–READ ONLY,127,FFFF F811 0014,FFFFF8110014,28,–,explicit,"Loader revision • 32-bit double word: Program number • Byte: Major version number • Byte: Minor version number • Byte: Build type. 0 = Alpha, 1 = Beta, 2 = Release • Byte: Maintenance letter. 0 = a, 1 = b, and so forth • 10-byte string: Version Date MM/DD/YYYY • 8-byte string: Version Time HH:MM:SS (24-hour)"
module_build,QUALITY OF DATA–READ ONLY,127,FFFF F811 003C,FFFFF811003C,28,–,explicit,"Firmware (kernel) revision • 32-bit double word: Program number • Byte: Major version number • Byte: Minor version number • Byte: Build type. 0 = Alpha, 1 = Beta, 2 = Release • Byte: Maintenance letter. 0 = a, 1 = b, and so forth • 10-byte string: Version Date MM/DD/YYYY • 8-byte string: Version Time HH:MM:SS (24-hour)"
module_build,QUALITY OF DATA–READ ONLY,127,FFFF F811 0064,FFFFF8110064,4,–,explicit,Reserved Additional modules follow in order on 80 hex boundaries. Last valid address for this area: FFFF F811 07FF At address: F1002000 F1002007 These bit numbers: 7 6 5 4 3 2 1 0 7 6 5 4 3 2 1 0 Show data for these modules: 63 62 61 60 59 58 57 56 7 6 5 4 3 2 1 0 PR1/2 RIO
